,Pclass,Alone,Fare,Parch,Family_Size,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
57,1,1,34.6542,0,1,0.0,1.0,1.0,0.0,0.0,0
58,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
59,3,1,7.8958,0,1,1.0,0.0,0.0,0.0,1.0,0
60,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
61,1,0,77.2875,1,2,0.0,1.0,0.0,0.0,1.0,0
62,3,1,8.6542,0,1,0.0,1.0,0.0,0.0,1.0,0
63,3,0,7.925,0,3,0.0,1.0,0.0,0.0,1.0,0
64,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
65,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
66,1,1,52.0,0,1,0.0,1.0,0.0,0.0,1.0,0
67,3,0,14.4542,0,2,1.0,0.0,1.0,0.0,0.0,0
68,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
69,3,0,9.825,0,2,1.0,0.0,0.0,0.0,1.0,0
70,3,1,14.4583,0,1,1.0,0.0,1.0,0.0,0.0,0
71,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
72,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
73,2,0,21.0,0,2,0.0,1.0,0.0,0.0,1.0,0
76,2,0,73.5,0,3,0.0,1.0,0.0,0.0,1.0,0
77,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
78,2,0,30.0708,0,2,0.0,1.0,1.0,0.0,0.0,0
79,1,0,77.2875,1,2,0.0,1.0,0.0,0.0,1.0,0
80,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
81,3,1,6.975,0,1,0.0,1.0,0.0,0.0,1.0,0
82,3,1,7.8958,0,1,0.0,1.0,1.0,0.0,0.0,0
83,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
84,3,0,14.5,0,2,1.0,0.0,0.0,0.0,1.0,0
85,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
86,2,1,15.0458,0,1,0.0,1.0,1.0,0.0,0.0,0
87,1,0,53.1,0,2,0.0,1.0,0.0,0.0,1.0,0
88,3,1,9.2167,0,1,0.0,1.0,0.0,0.0,1.0,0
89,1,1,79.2,0,1,0.0,1.0,1.0,0.0,0.0,0
90,3,0,15.2458,2,3,1.0,0.0,1.0,0.0,0.0,0
91,3,1,6.75,0,1,0.0,1.0,0.0,1.0,0.0,0
92,2,1,11.5,0,1,0.0,1.0,0.0,0.0,1.0,0
93,2,0,36.75,1,3,0.0,1.0,0.0,0.0,1.0,0
95,2,0,26.0,2,3,0.0,1.0,0.0,0.0,1.0,0
96,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
97,2,1,12.525,0,1,0.0,1.0,0.0,0.0,1.0,0
98,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
99,3,0,14.5,2,3,0.0,1.0,0.0,0.0,1.0,0
100,3,1,7.3125,0,1,0.0,1.0,0.0,0.0,1.0,0
101,1,0,61.3792,1,2,0.0,1.0,1.0,0.0,0.0,0
102,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
103,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
105,3,0,16.1,1,2,0.0,1.0,0.0,0.0,1.0,0
106,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
107,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
110,1,1,25.925,0,1,0.0,1.0,0.0,0.0,1.0,0
111,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
112,1,1,33.5,0,1,0.0,1.0,0.0,0.0,1.0,0
114,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
115,1,1,30.6958,0,1,0.0,1.0,1.0,0.0,0.0,0
116,3,0,7.8542,1,3,0.0,1.0,0.0,0.0,1.0,0
118,1,1,28.7125,0,1,1.0,0.0,1.0,0.0,0.0,0
119,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
120,3,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
122,2,1,15.05,0,1,0.0,1.0,1.0,0.0,0.0,0
124,1,1,50.0,0,1,0.0,1.0,0.0,0.0,1.0,0
125,3,0,15.5,1,3,0.0,1.0,0.0,1.0,0.0,0
126,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
127,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
128,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
129,3,0,8.4042,1,2,0.0,1.0,0.0,0.0,1.0,0
130,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,0
131,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
133,3,1,6.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
134,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
135,3,0,10.4625,1,2,1.0,0.0,0.0,0.0,1.0,0
136,3,0,15.85,0,2,0.0,1.0,0.0,0.0,1.0,0
137,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
138,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
139,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
140,3,0,7.75,0,2,0.0,1.0,0.0,1.0,0.0,0
141,2,0,27.0,0,2,0.0,1.0,0.0,0.0,1.0,0
142,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
143,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
144,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
145,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
146,3,1,9.35,0,1,0.0,1.0,0.0,0.0,1.0,0
147,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
148,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
150,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
151,2,1,13.5,0,1,0.0,1.0,0.0,0.0,1.0,0
152,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
153,3,1,7.55,0,1,1.0,0.0,0.0,0.0,1.0,0
154,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
155,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
156,2,1,12.275,0,1,0.0,1.0,0.0,0.0,1.0,0
157,3,0,14.4542,0,2,1.0,0.0,1.0,0.0,0.0,0
158,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
159,3,1,7.125,0,1,0.0,1.0,0.0,0.0,1.0,0
160,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
162,3,1,7.775,0,1,1.0,0.0,0.0,0.0,1.0,0
163,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
164,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
165,3,0,10.4625,1,3,1.0,0.0,0.0,0.0,1.0,0
166,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
167,3,0,16.1,0,2,0.0,1.0,0.0,0.0,1.0,0
168,3,0,20.2125,2,3,1.0,0.0,0.0,0.0,1.0,0
169,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
170,1,0,79.65,1,3,0.0,1.0,0.0,0.0,1.0,0
171,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
172,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,0
173,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
175,1,1,31.0,0,1,0.0,1.0,0.0,0.0,1.0,0
176,1,0,29.7,1,2,0.0,1.0,1.0,0.0,0.0,0
177,3,1,7.75,0,1,1.0,0.0,0.0,0.0,1.0,0
178,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
180,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
181,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
182,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
183,1,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
184,3,1,8.6625,0,1,0.0,1.0,1.0,0.0,0.0,0
185,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
186,2,1,12.875,0,1,0.0,1.0,1.0,0.0,0.0,0
187,3,1,8.85,0,1,1.0,0.0,0.0,0.0,1.0,0
188,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
189,1,1,27.7208,0,1,0.0,1.0,1.0,0.0,0.0,0
190,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
192,3,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
193,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
194,2,0,24.0,0,2,0.0,1.0,1.0,0.0,0.0,0
195,2,0,26.0,1,3,1.0,0.0,0.0,0.0,1.0,0
196,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
197,2,0,26.25,1,3,0.0,1.0,0.0,0.0,1.0,0
198,2,1,14.0,0,1,0.0,1.0,0.0,0.0,1.0,0
199,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
200,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
202,3,1,6.2375,0,1,0.0,1.0,0.0,0.0,1.0,0
203,1,1,28.5,0,1,0.0,1.0,0.0,0.0,1.0,0
205,3,0,18.0,0,3,0.0,1.0,0.0,0.0,1.0,0
206,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
207,1,0,66.6,0,2,0.0,1.0,0.0,0.0,1.0,0
208,1,1,35.5,0,1,0.0,1.0,0.0,0.0,1.0,0
209,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
210,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
211,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
212,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
213,3,1,9.225,0,1,0.0,1.0,0.0,0.0,1.0,0
214,1,1,35.0,0,1,0.0,1.0,0.0,0.0,1.0,0
215,3,0,7.2292,1,3,0.0,1.0,1.0,0.0,0.0,0
216,3,0,17.8,0,2,0.0,1.0,0.0,0.0,1.0,0
217,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
218,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
219,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,0
221,2,0,27.7208,0,2,0.0,1.0,1.0,0.0,0.0,0
222,3,0,14.4542,1,2,1.0,0.0,1.0,0.0,0.0,0
223,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
224,3,0,15.5,0,2,0.0,1.0,0.0,1.0,0.0,0
225,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
226,3,0,6.4958,0,2,0.0,1.0,0.0,0.0,1.0,0
227,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
231,3,1,4.0125,0,1,0.0,1.0,1.0,0.0,0.0,0
232,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
233,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
234,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
235,2,1,73.5,0,1,0.0,1.0,0.0,0.0,1.0,0
237,3,1,7.7292,0,1,0.0,1.0,0.0,1.0,0.0,0
238,3,0,7.925,0,3,0.0,1.0,0.0,0.0,1.0,0
239,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,0
240,3,1,7.8542,0,1,1.0,0.0,0.0,0.0,1.0,0
241,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
242,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
243,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
244,3,0,9.825,0,2,1.0,0.0,0.0,0.0,1.0,0
245,3,0,15.85,0,2,0.0,1.0,0.0,0.0,1.0,0
246,3,1,8.6625,0,1,1.0,0.0,0.0,0.0,1.0,0
247,2,0,21.0,0,2,0.0,1.0,0.0,0.0,1.0,0
248,3,1,7.75,0,1,0.0,1.0,0.0,0.0,1.0,0
249,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
251,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
252,3,1,6.8583,0,1,0.0,1.0,0.0,1.0,0.0,0
253,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
254,3,1,8.05,0,1,1.0,0.0,0.0,0.0,1.0,0
255,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
256,3,0,24.15,2,3,1.0,0.0,0.0,0.0,1.0,0
257,3,1,7.8958,0,1,0.0,1.0,1.0,0.0,0.0,0
258,3,1,7.7333,0,1,0.0,1.0,0.0,1.0,0.0,0
259,3,1,7.875,0,1,0.0,1.0,0.0,0.0,1.0,0
260,3,0,14.4,1,3,1.0,0.0,0.0,0.0,1.0,0
261,3,0,20.2125,1,3,0.0,1.0,0.0,0.0,1.0,0
262,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
263,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
264,3,1,7.125,0,1,0.0,1.0,0.0,0.0,1.0,0
265,1,0,55.9,0,2,0.0,1.0,0.0,0.0,1.0,0
268,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
269,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
270,3,0,7.775,0,2,0.0,1.0,0.0,0.0,1.0,0
272,3,0,19.9667,0,2,0.0,1.0,0.0,0.0,1.0,0
273,1,1,27.75,0,1,0.0,1.0,1.0,0.0,0.0,0
274,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
275,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
276,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
277,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
278,1,1,38.5,0,1,0.0,1.0,0.0,0.0,1.0,0
279,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
280,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
281,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
282,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
283,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
284,3,1,7.725,0,1,0.0,1.0,0.0,1.0,0.0,0
285,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
286,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
287,3,1,9.8375,0,1,1.0,0.0,0.0,0.0,1.0,0
288,1,1,52.0,0,1,0.0,1.0,0.0,0.0,1.0,0
289,2,0,21.0,0,2,0.0,1.0,0.0,0.0,1.0,0
290,3,0,7.0458,0,2,0.0,1.0,0.0,0.0,1.0,0
291,3,1,7.5208,0,1,0.0,1.0,0.0,0.0,1.0,0
293,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
294,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
296,1,1,29.7,0,1,0.0,1.0,1.0,0.0,0.0,0
297,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
298,3,0,19.9667,0,2,0.0,1.0,0.0,0.0,1.0,0
299,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
300,1,1,30.5,0,1,0.0,1.0,0.0,0.0,1.0,0
301,1,1,49.5042,0,1,0.0,1.0,1.0,0.0,0.0,0
302,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
303,3,1,14.4583,0,1,0.0,1.0,1.0,0.0,0.0,0
304,3,1,15.1,0,1,0.0,1.0,0.0,0.0,1.0,0
306,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,0
307,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
308,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,0
309,3,1,7.6292,0,1,1.0,0.0,0.0,1.0,0.0,0
310,3,1,9.5875,0,1,1.0,0.0,0.0,0.0,1.0,0
312,3,1,22.525,0,1,0.0,1.0,0.0,0.0,1.0,0
313,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
314,3,1,7.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
315,1,1,34.0208,0,1,0.0,1.0,0.0,0.0,1.0,0
316,3,1,24.15,0,1,0.0,1.0,0.0,1.0,0.0,0
317,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
318,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
319,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
320,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
321,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
323,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
325,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
326,3,0,7.2292,1,3,0.0,1.0,1.0,0.0,0.0,0
327,3,1,8.6625,0,1,1.0,0.0,0.0,0.0,1.0,0
328,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
329,3,1,14.5,0,1,0.0,1.0,0.0,0.0,1.0,0
333,1,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
334,3,0,20.525,1,3,0.0,1.0,0.0,0.0,1.0,0
335,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
336,3,1,7.8292,0,1,0.0,1.0,0.0,1.0,0.0,0
337,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
339,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
340,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
341,2,1,13.5,0,1,0.0,1.0,0.0,0.0,1.0,0
342,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
343,3,1,8.05,0,1,1.0,0.0,0.0,0.0,1.0,0
344,3,0,24.15,0,3,0.0,1.0,0.0,0.0,1.0,0
345,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
347,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
348,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
349,3,1,14.5,0,1,0.0,1.0,0.0,0.0,1.0,0
350,3,0,14.4583,0,2,1.0,0.0,1.0,0.0,0.0,0
351,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
352,1,1,40.125,0,1,0.0,1.0,1.0,0.0,0.0,0
353,3,1,8.7125,0,1,0.0,1.0,1.0,0.0,0.0,0
354,2,1,15.0,0,1,0.0,1.0,0.0,0.0,1.0,0
355,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
356,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
357,3,1,7.125,0,1,0.0,1.0,0.0,0.0,1.0,0
358,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
359,3,0,7.75,2,3,1.0,0.0,0.0,1.0,0.0,0
360,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
361,3,0,24.15,1,3,0.0,1.0,0.0,0.0,1.0,0
362,3,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
363,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
364,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
365,1,1,42.4,0,1,0.0,1.0,0.0,0.0,1.0,0
366,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
367,3,0,15.55,0,2,0.0,1.0,0.0,0.0,1.0,0
368,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
370,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
371,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
372,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
373,3,0,14.4,1,3,0.0,1.0,0.0,0.0,1.0,0
374,3,0,16.1,0,2,1.0,0.0,0.0,0.0,1.0,0
375,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
376,3,0,14.4542,0,2,0.0,1.0,1.0,0.0,0.0,0
377,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
378,3,1,16.1,0,1,0.0,1.0,0.0,0.0,1.0,0
379,1,1,32.3208,0,1,0.0,1.0,0.0,0.0,1.0,0
380,2,1,12.35,0,1,0.0,1.0,0.0,1.0,0.0,0
381,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
382,3,1,7.7333,0,1,0.0,1.0,0.0,1.0,0.0,0
383,3,1,7.0542,0,1,0.0,1.0,0.0,0.0,1.0,0
384,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
386,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
387,2,0,26.25,1,3,0.0,1.0,0.0,0.0,1.0,0
389,3,0,16.1,0,2,0.0,1.0,0.0,0.0,1.0,0
390,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
392,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
393,3,1,7.55,0,1,0.0,1.0,0.0,0.0,1.0,0
394,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
395,3,1,8.4333,0,1,0.0,1.0,0.0,0.0,1.0,0
396,3,1,6.75,0,1,1.0,0.0,0.0,1.0,0.0,0
397,2,0,73.5,0,3,0.0,1.0,0.0,0.0,1.0,0
398,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
399,3,0,15.5,1,3,1.0,0.0,0.0,1.0,0.0,0
400,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
402,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
403,1,1,25.5875,0,1,0.0,1.0,0.0,0.0,1.0,0
404,3,1,7.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
405,2,0,73.5,0,3,0.0,1.0,0.0,0.0,1.0,0
406,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
407,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
408,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
409,1,0,52.0,0,2,0.0,1.0,0.0,0.0,1.0,0
410,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
411,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
412,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
413,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
415,3,1,8.1375,0,1,1.0,0.0,0.0,1.0,0.0,0
416,3,1,9.225,0,1,0.0,1.0,0.0,0.0,1.0,0
418,2,0,39.0,1,3,0.0,1.0,0.0,0.0,1.0,0
421,3,1,10.1708,0,1,0.0,1.0,0.0,0.0,1.0,0
422,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,0
423,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
424,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
425,2,1,13.5,0,1,0.0,1.0,0.0,0.0,1.0,0
426,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
428,3,1,7.65,0,1,0.0,1.0,0.0,0.0,1.0,0
429,3,0,14.4542,1,2,1.0,0.0,1.0,0.0,0.0,0
430,3,1,7.7417,0,1,0.0,1.0,0.0,1.0,0.0,0
431,3,0,7.8542,0,2,0.0,1.0,0.0,0.0,1.0,0
432,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
433,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
434,3,1,9.4833,0,1,0.0,1.0,0.0,0.0,1.0,0
435,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
436,3,1,7.65,0,1,0.0,1.0,0.0,0.0,1.0,0
437,3,1,15.5,0,1,0.0,1.0,0.0,1.0,0.0,0
438,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
439,3,0,7.0542,0,2,0.0,1.0,0.0,0.0,1.0,0
440,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
441,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
442,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
